subgroup,model,metric,point,ci_low,ci_high,delong_p
50-64 Years Old,Standard-LR,tpr_top1,0.13368983957219252,0.10427807486631016,0.16042780748663102,
50-64 Years Old,Standard-LR,tpr_top5,0.4732620320855615,0.4304812834224599,0.5213903743315508,
50-64 Years Old,Standard-LR,precision_top1,0.4672897196261682,0.3644859813084112,0.5607476635514018,
50-64 Years Old,Standard-LR,precision_top5,0.3302238805970149,0.3003731343283582,0.36380597014925375,
50-64 Years Old,Pooled-EN-no-weight,auc,0.869253328408871,0.8483837793282247,0.8883761708529768,0.29635922200969245
50-64 Years Old,Pooled-EN-no-weight,tpr_top1,0.11229946524064172,0.08823529411764706,0.14171122994652408,
50-64 Years Old,Pooled-EN-no-weight,tpr_top5,0.4839572192513369,0.4358288770053476,0.5240641711229946,
50-64 Years Old,Pooled-EN-no-weight,precision_top1,0.3925233644859813,0.308411214953271,0.4953271028037383,
50-64 Years Old,Pooled-EN-no-weight,precision_top5,0.3376865671641791,0.3041044776119403,0.3656716417910448,
50-64 Years Old,Decision-Tree,auc,0.8602001028343591,0.8377407432265367,0.8797028646972955,0.16735104172883286
50-64 Years Old,Decision-Tree,tpr_top1,0.13903743315508021,0.12566844919786097,0.18181818181818182,
50-64 Years Old,Decision-Tree,tpr_top5,0.45454545454545453,0.4197860962566845,0.5107620320855615,
50-64 Years Old,Decision-Tree,precision_top1,0.48598130841121495,0.4392523364485981,0.6355140186915887,
50-64 Years Old,Decision-Tree,precision_top5,0.31716417910447764,0.292910447761194,0.3563899253731343,
65 or Older,FAIR-PLR,auc,0.7833605083179456,0.7351394625353833,0.8327888370821096,
65 or Older,FAIR-PLR,tpr_top1,0.1956521739130435,0.13043478260869565,0.2465579710144926,
65 or Older,FAIR-PLR,tpr_top5,0.42028985507246375,0.34057971014492755,0.5072463768115942,
65 or Older,FAIR-PLR,precision_top1,0.313953488372093,0.20930232558139536,0.39563953488372067,
65 or Older,FAIR-PLR,precision_top5,0.13488372093023257,0.10930232558139535,0.16279069767441862,
65 or Older,Standard-LR,auc,0.7906398894483906,0.7435305962894573,0.8379274916546222,0.36613815971402275
65 or Older,Standard-LR,tpr_top1,0.16666666666666666,0.11594202898550725,0.2246376811594203,
65 or Older,Standard-LR,tpr_top5,0.43478260869565216,0.36231884057971014,0.5219202898550723,
65 or Older,Standard-LR,precision_top1,0.26744186046511625,0.18604651162790697,0.36046511627906974,
65 or Older,Standard-LR,precision_top5,0.13953488372093023,0.11627906976744186,0.16749999999999995,
65 or Older,Pooled-EN-no-weight,auc,0.7904350054950048,0.7434896516458439,0.8386066198091063,0.24256475563409197
65 or Older,Pooled-EN-no-weight,tpr_top1,0.18115942028985507,0.12300724637681161,0.2391304347826087,
65 or Older,Pooled-EN-no-weight,tpr_top5,0.4420289855072464,0.36231884057971014,0.5217391304347826,
65 or Older,Pooled-EN-no-weight,precision_top1,0.29069767441860467,0.19738372093023257,0.38372093023255816,
65 or Older,Pooled-EN-no-weight,precision_top5,0.14186046511627906,0.11627906976744186,0.16744186046511628,
65 or Older,Decision-Tree,auc,0.7687983170369151,0.7235930837521023,0.8138688112615879,0.26518716518923613
65 or Older,Decision-Tree,tpr_top1,0.16666666666666666,0.12318840579710146,0.2391304347826087,
65 or Older,Decision-Tree,tpr_top5,0.41304347826086957,0.34782608695652173,0.5144927536231884,
65 or Older,Decision-Tree,precision_top1,0.26744186046511625,0.19767441860465115,0.38372093023255816,
65 or Older,Decision-Tree,precision_top5,0.1325581395348837,0.11162790697674418,0.16511627906976745,
