Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,49216,0.732,0.263,100.0,6.858,100.0,0.931,0.136,267,0.079,291,0.006,3108,0.921
Top 1% Risk,,,492,0.491,0.71,7.23,49.593,7.23,0.496,0.663,244,1.0,248,1.0,0,0.0
Top 5% Risk,,,2460,0.606,0.615,26.904,36.911,26.904,0.621,0.364,267,0.294,291,0.188,641,0.706
Overall,Gender,Female,49216,0.732,0.263,100.0,6.858,100.0,0.931,0.136,267,0.079,291,0.006,3108,0.921
Top 1% Risk,Gender,Female,492,0.491,0.71,7.23,49.593,7.23,0.496,0.663,244,1.0,248,1.0,0,0.0
Top 5% Risk,Gender,Female,2460,0.606,0.615,26.904,36.911,26.904,0.621,0.364,267,0.294,291,0.188,641,0.706
