Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,3700,0.646,0.606,100.0,21.486,100.0,0.632,0.417,486,0.611,1052,0.362,309,0.389
Top 1% Risk,,,37,0.5,0.87,1.132,24.324,1.132,0.243,0.391,9,1.0,28,1.0,0,0.0
Top 5% Risk,,,185,0.5,0.854,6.289,27.027,6.289,0.27,0.426,50,1.0,135,1.0,0,0.0
Overall,Marital Status:SPD,Married:Yes,3700,0.646,0.606,100.0,21.486,100.0,0.632,0.417,486,0.611,1052,0.362,309,0.389
Top 1% Risk,Marital Status:SPD,Married:Yes,37,0.5,0.87,1.132,24.324,1.132,0.243,0.391,9,1.0,28,1.0,0,0.0
Top 5% Risk,Marital Status:SPD,Married:Yes,185,0.5,0.854,6.289,27.027,6.289,0.27,0.426,50,1.0,135,1.0,0,0.0
