Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,1224,0.603,0.689,100.0,30.556,100.0,0.525,0.504,295,0.789,502,0.591,79,0.211
Top 1% Risk,,,12,0.5,0.816,1.07,33.333,1.07,0.333,0.5,4,1.0,8,1.0,0,0.0
Top 5% Risk,,,61,0.5,0.747,7.219,44.262,7.219,0.443,0.614,27,1.0,34,1.0,0,0.0
Overall,BMI:SPD,Severe Obesity:Yes,1224,0.603,0.689,100.0,30.556,100.0,0.525,0.504,295,0.789,502,0.591,79,0.211
Top 1% Risk,BMI:SPD,Severe Obesity:Yes,12,0.5,0.816,1.07,33.333,1.07,0.333,0.5,4,1.0,8,1.0,0,0.0
Top 5% Risk,BMI:SPD,Severe Obesity:Yes,61,0.5,0.747,7.219,44.262,7.219,0.443,0.614,27,1.0,34,1.0,0,0.0
