Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,22847,0.682,0.32,100.0,6.806,100.0,0.897,0.253,397,0.255,1190,0.056,1158,0.745
Top 1% Risk,,,228,0.5,0.879,3.344,22.807,3.344,0.228,0.371,52,1.0,176,1.0,0,0.0
Top 5% Risk,,,1142,0.5,0.864,18.585,25.306,18.585,0.253,0.404,289,1.0,853,1.0,0,0.0
Overall,BMI,Obesity,22847,0.682,0.32,100.0,6.806,100.0,0.897,0.253,397,0.255,1190,0.056,1158,0.745
Top 1% Risk,BMI,Obesity,228,0.5,0.879,3.344,22.807,3.344,0.228,0.371,52,1.0,176,1.0,0,0.0
Top 5% Risk,BMI,Obesity,1142,0.5,0.864,18.585,25.306,18.585,0.253,0.404,289,1.0,853,1.0,0,0.0
