Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,622,0.629,0.545,100.0,30.225,100.0,0.703,0.405,63,0.335,60,0.138,125,0.665
Top 1% Risk,,,6,0.5,0.707,1.596,50.0,1.596,0.5,0.667,3,1.0,3,1.0,0,0.0
Top 5% Risk,,,31,0.5,0.622,10.106,61.29,10.106,0.613,0.76,19,1.0,12,1.0,0,0.0
Overall,BMI:SPD,Unknown:Yes,622,0.629,0.545,100.0,30.225,100.0,0.703,0.405,63,0.335,60,0.138,125,0.665
Top 1% Risk,BMI:SPD,Unknown:Yes,6,0.5,0.707,1.596,50.0,1.596,0.5,0.667,3,1.0,3,1.0,0,0.0
Top 5% Risk,BMI:SPD,Unknown:Yes,31,0.5,0.622,10.106,61.29,10.106,0.613,0.76,19,1.0,12,1.0,0,0.0
