Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,9447,0.661,0.573,100.0,30.93,100.0,0.671,0.486,1467,0.502,1649,0.253,1455,0.498
Top 1% Risk,,,94,0.5,0.715,1.574,48.936,1.574,0.489,0.657,46,1.0,48,1.0,0,0.0
Top 5% Risk,,,472,0.5,0.71,8.008,49.576,8.008,0.496,0.663,234,1.0,238,1.0,0,0.0
Overall,Marital Status:SPD,Never Been Married:Yes,9447,0.661,0.573,100.0,30.93,100.0,0.671,0.486,1467,0.502,1649,0.253,1455,0.498
Top 1% Risk,Marital Status:SPD,Never Been Married:Yes,94,0.5,0.715,1.574,48.936,1.574,0.489,0.657,46,1.0,48,1.0,0,0.0
Top 5% Risk,Marital Status:SPD,Never Been Married:Yes,472,0.5,0.71,8.008,49.576,8.008,0.496,0.663,234,1.0,238,1.0,0,0.0
