Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,39479,0.549,0.137,100.0,1.882,100.0,0.981,0.0,0,0.0,0,0.0,743,1.0
Top 1% Risk,,,394,0.648,0.189,1.884,3.553,1.884,0.964,0.0,0,0.0,0,0.0,14,1.0
Top 5% Risk,,,1973,0.561,0.17,7.672,2.889,7.672,0.971,0.0,0,0.0,0,0.0,57,1.0
Overall,Sex:SPD,Female:No,39479,0.549,0.137,100.0,1.882,100.0,0.981,0.0,0,0.0,0,0.0,743,1.0
Top 1% Risk,Sex:SPD,Female:No,394,0.648,0.189,1.884,3.553,1.884,0.964,0.0,0,0.0,0,0.0,14,1.0
Top 5% Risk,Sex:SPD,Female:No,1973,0.561,0.17,7.672,2.889,7.672,0.971,0.0,0,0.0,0,0.0,57,1.0
