Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,21866,0.586,0.21,100.0,3.16,100.0,0.956,0.073,38,0.055,314,0.015,653,0.945
Top 1% Risk,,,218,0.526,0.929,4.342,13.761,4.342,0.138,0.242,30,1.0,188,1.0,0,0.0
Top 5% Risk,,,1093,0.577,0.567,11.722,7.411,11.722,0.673,0.176,38,0.469,314,0.31,43,0.531
Overall,Age:SPD,18-25 Years Old:No,21866,0.586,0.21,100.0,3.16,100.0,0.956,0.073,38,0.055,314,0.015,653,0.945
Top 1% Risk,Age:SPD,18-25 Years Old:No,218,0.526,0.929,4.342,13.761,4.342,0.138,0.242,30,1.0,188,1.0,0,0.0
Top 5% Risk,Age:SPD,18-25 Years Old:No,1093,0.577,0.567,11.722,7.411,11.722,0.673,0.176,38,0.469,314,0.31,43,0.531
