Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,342,0.545,0.845,100.0,15.497,100.0,0.287,0.287,49,0.925,240,0.83,4,0.075
Top 1% Risk,,,3,,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,1.0,0,0.0
Top 5% Risk,,,17,0.5,0.939,3.774,11.765,3.774,0.118,0.211,2,1.0,15,1.0,0,0.0
Overall,Age:SPD,65 or Older:Yes,342,0.545,0.845,100.0,15.497,100.0,0.287,0.287,49,0.925,240,0.83,4,0.075
Top 1% Risk,Age:SPD,65 or Older:Yes,3,,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,1.0,0,0.0
Top 5% Risk,Age:SPD,65 or Older:Yes,17,0.5,0.939,3.774,11.765,3.774,0.118,0.211,2,1.0,15,1.0,0,0.0
