Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,8655,0.6,0.149,100.0,1.756,100.0,0.978,0.157,18,0.118,59,0.007,134,0.882
Top 1% Risk,,,86,0.574,0.828,11.842,20.93,11.842,0.314,0.379,18,1.0,59,0.868,0,0.0
Top 5% Risk,,,432,0.764,0.425,24.342,8.565,24.342,0.819,0.316,18,0.486,59,0.149,19,0.514
Overall,Age,65 or Older,8655,0.6,0.149,100.0,1.756,100.0,0.978,0.157,18,0.118,59,0.007,134,0.882
Top 1% Risk,Age,65 or Older,86,0.574,0.828,11.842,20.93,11.842,0.314,0.379,18,1.0,59,0.868,0,0.0
Top 5% Risk,Age,65 or Older,432,0.764,0.425,24.342,8.565,24.342,0.819,0.316,18,0.486,59,0.149,19,0.514
