Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,9737,0.607,0.589,100.0,27.031,100.0,0.653,0.389,1078,0.41,1828,0.257,1554,0.59
Top 1% Risk,,,97,0.5,0.746,1.634,44.33,1.634,0.443,0.614,43,1.0,54,1.0,0,0.0
Top 5% Risk,,,486,0.5,0.797,6.725,36.42,6.725,0.364,0.534,177,1.0,309,1.0,0,0.0
Overall,Sex:SPD,Female:Yes,9737,0.607,0.589,100.0,27.031,100.0,0.653,0.389,1078,0.41,1828,0.257,1554,0.59
Top 1% Risk,Sex:SPD,Female:Yes,97,0.5,0.746,1.634,44.33,1.634,0.443,0.614,43,1.0,54,1.0,0,0.0
Top 5% Risk,Sex:SPD,Female:Yes,486,0.5,0.797,6.725,36.42,6.725,0.364,0.534,177,1.0,309,1.0,0,0.0
