Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,10924,0.769,0.329,100.0,7.726,100.0,0.892,0.391,380,0.45,720,0.071,464,0.55
Top 1% Risk,,,109,0.5,0.818,4.265,33.028,4.265,0.33,0.497,36,1.0,73,1.0,0,0.0
Top 5% Risk,,,546,0.5,0.807,22.512,34.799,22.512,0.348,0.516,190,1.0,356,1.0,0,0.0
Overall,Health Insurance,Uninsured,10924,0.769,0.329,100.0,7.726,100.0,0.892,0.391,380,0.45,720,0.071,464,0.55
Top 1% Risk,Health Insurance,Uninsured,109,0.5,0.818,4.265,33.028,4.265,0.33,0.497,36,1.0,73,1.0,0,0.0
Top 5% Risk,Health Insurance,Uninsured,546,0.5,0.807,22.512,34.799,22.512,0.348,0.516,190,1.0,356,1.0,0,0.0
