Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,265,0.726,0.546,100.0,18.491,100.0,0.702,0.44,31,0.633,61,0.282,18,0.367
Top 1% Risk,,,2,0.5,0.707,2.041,50.0,2.041,0.5,0.667,1,1.0,1,1.0,0,0.0
Top 5% Risk,,,13,0.5,0.734,12.245,46.154,12.245,0.462,0.632,6,1.0,7,1.0,0,0.0
Overall,Marital Status:SPD,Widowed:Yes,265,0.726,0.546,100.0,18.491,100.0,0.702,0.44,31,0.633,61,0.282,18,0.367
Top 1% Risk,Marital Status:SPD,Widowed:Yes,2,0.5,0.707,2.041,50.0,2.041,0.5,0.667,1,1.0,1,1.0,0,0.0
Top 5% Risk,Marital Status:SPD,Widowed:Yes,13,0.5,0.734,12.245,46.154,12.245,0.462,0.632,6,1.0,7,1.0,0,0.0
