Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,10718,0.804,0.254,100.0,5.141,100.0,0.935,0.365,200,0.363,344,0.034,351,0.637
Top 1% Risk,,,107,0.5,0.743,8.711,44.86,8.711,0.449,0.619,48,1.0,59,1.0,0,0.0
Top 5% Risk,,,535,0.524,0.792,36.116,37.196,36.116,0.372,0.542,199,1.0,336,1.0,0,0.0
Overall,Race,NonHisp Black/Afr Am,10718,0.804,0.254,100.0,5.141,100.0,0.935,0.365,200,0.363,344,0.034,351,0.637
Top 1% Risk,Race,NonHisp Black/Afr Am,107,0.5,0.743,8.711,44.86,8.711,0.449,0.619,48,1.0,59,1.0,0,0.0
Top 5% Risk,Race,NonHisp Black/Afr Am,535,0.524,0.792,36.116,37.196,36.116,0.372,0.542,199,1.0,336,1.0,0,0.0
