Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,26555,0.768,0.45,100.0,5.34,100.0,0.797,0.261,951,0.671,4925,0.196,467,0.329
Top 1% Risk,,,265,0.5,0.913,3.103,16.604,3.103,0.166,0.285,44,1.0,221,1.0,0,0.0
Top 5% Risk,,,1327,0.5,0.916,15.021,16.051,15.021,0.161,0.277,213,1.0,1114,1.0,0,0.0
Overall,BMI,Overweight,26555,0.768,0.45,100.0,5.34,100.0,0.797,0.261,951,0.671,4925,0.196,467,0.329
Top 1% Risk,BMI,Overweight,265,0.5,0.913,3.103,16.604,3.103,0.166,0.285,44,1.0,221,1.0,0,0.0
Top 5% Risk,BMI,Overweight,1327,0.5,0.916,15.021,16.051,15.021,0.161,0.277,213,1.0,1114,1.0,0,0.0
