Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,462,0.619,0.316,100.0,5.411,100.0,0.9,0.148,4,0.16,25,0.057,21,0.84
Top 1% Risk,,,4,,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,1.0,0,0.0
Top 5% Risk,,,23,0.5,0.909,16.0,17.391,16.0,0.174,0.296,4,1.0,19,1.0,0,0.0
Overall,Race,NonHisp Native HI/Other Pac Isl,462,0.619,0.316,100.0,5.411,100.0,0.9,0.148,4,0.16,25,0.057,21,0.84
Top 1% Risk,Race,NonHisp Native HI/Other Pac Isl,4,,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,1.0,0,0.0
Top 5% Risk,Race,NonHisp Native HI/Other Pac Isl,23,0.5,0.909,16.0,17.391,16.0,0.174,0.296,4,1.0,19,1.0,0,0.0
