Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,3729,0.523,0.512,100.0,26.066,100.0,0.737,0.054,28,0.029,35,0.013,944,0.971
Top 1% Risk,,,37,0.5,0.771,1.543,40.541,1.543,0.405,0.577,15,1.0,22,1.0,0,0.0
Top 5% Risk,,,186,0.534,0.635,6.996,36.559,6.996,0.597,0.427,28,0.412,35,0.297,40,0.588
Overall,BMI:SPD,Overweight:Yes,3729,0.523,0.512,100.0,26.066,100.0,0.737,0.054,28,0.029,35,0.013,944,0.971
Top 1% Risk,BMI:SPD,Overweight:Yes,37,0.5,0.771,1.543,40.541,1.543,0.405,0.577,15,1.0,22,1.0,0,0.0
Top 5% Risk,BMI:SPD,Overweight:Yes,186,0.534,0.635,6.996,36.559,6.996,0.597,0.427,28,0.412,35,0.297,40,0.588
