Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,5121,0.657,0.557,100.0,27.514,100.0,0.689,0.424,587,0.417,773,0.208,822,0.583
Top 1% Risk,,,51,0.5,0.728,1.703,47.059,1.703,0.471,0.64,24,1.0,27,1.0,0,0.0
Top 5% Risk,,,256,0.5,0.765,7.523,41.406,7.523,0.414,0.586,106,1.0,150,1.0,0,0.0
Overall,BMI:SPD,Healthy:Yes,5121,0.657,0.557,100.0,27.514,100.0,0.689,0.424,587,0.417,773,0.208,822,0.583
Top 1% Risk,BMI:SPD,Healthy:Yes,51,0.5,0.728,1.703,47.059,1.703,0.471,0.64,24,1.0,27,1.0,0,0.0
Top 5% Risk,BMI:SPD,Healthy:Yes,256,0.5,0.765,7.523,41.406,7.523,0.414,0.586,106,1.0,150,1.0,0,0.0
