Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,41253,0.712,0.512,100.0,5.82,100.0,0.737,0.224,1567,0.653,10010,0.258,834,0.347
Top 1% Risk,,,412,0.5,0.927,2.416,14.078,2.416,0.141,0.247,58,1.0,354,1.0,0,0.0
Top 5% Risk,,,2062,0.5,0.927,12.12,14.113,12.12,0.141,0.247,291,1.0,1771,1.0,0,0.0
Overall,Gender,Male,41253,0.712,0.512,100.0,5.82,100.0,0.737,0.224,1567,0.653,10010,0.258,834,0.347
Top 1% Risk,Gender,Male,412,0.5,0.927,2.416,14.078,2.416,0.141,0.247,58,1.0,354,1.0,0,0.0
Top 5% Risk,Gender,Male,2062,0.5,0.927,12.12,14.113,12.12,0.141,0.247,291,1.0,1771,1.0,0,0.0
