Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,2167,0.735,0.356,100.0,8.03,100.0,0.873,0.307,61,0.351,163,0.082,113,0.649
Top 1% Risk,,,21,0.5,0.845,3.448,28.571,3.448,0.286,0.444,6,1.0,15,1.0,0,0.0
Top 5% Risk,,,108,0.5,0.822,20.115,32.407,20.115,0.324,0.49,35,1.0,73,1.0,0,0.0
Overall,BMI,Underweight,2167,0.735,0.356,100.0,8.03,100.0,0.873,0.307,61,0.351,163,0.082,113,0.649
Top 1% Risk,BMI,Underweight,21,0.5,0.845,3.448,28.571,3.448,0.286,0.444,6,1.0,15,1.0,0,0.0
Top 5% Risk,BMI,Underweight,108,0.5,0.822,20.115,32.407,20.115,0.324,0.49,35,1.0,73,1.0,0,0.0
