Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,3318,0.645,0.507,100.0,25.226,100.0,0.743,0.217,118,0.141,134,0.054,719,0.859
Top 1% Risk,,,33,0.5,0.759,1.673,42.424,1.673,0.424,0.596,14,1.0,19,1.0,0,0.0
Top 5% Risk,,,165,0.5,0.767,8.124,41.212,8.124,0.412,0.584,68,1.0,97,1.0,0,0.0
Overall,Age:SPD,26-34 Years Old:Yes,3318,0.645,0.507,100.0,25.226,100.0,0.743,0.217,118,0.141,134,0.054,719,0.859
Top 1% Risk,Age:SPD,26-34 Years Old:Yes,33,0.5,0.759,1.673,42.424,1.673,0.424,0.596,14,1.0,19,1.0,0,0.0
Top 5% Risk,Age:SPD,26-34 Years Old:Yes,165,0.5,0.767,8.124,41.212,8.124,0.412,0.584,68,1.0,97,1.0,0,0.0
