Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,55063,0.676,0.256,100.0,6.551,100.0,0.935,0.032,60,0.017,58,0.001,3547,0.983
Top 1% Risk,,,550,0.503,0.712,7.79,51.091,7.79,0.493,0.301,60,0.214,58,0.216,221,0.786
Top 5% Risk,,,2753,0.632,0.589,26.504,34.726,26.504,0.653,0.112,60,0.063,58,0.032,896,0.937
Overall,Race,NonHisp White,55063,0.676,0.256,100.0,6.551,100.0,0.935,0.032,60,0.017,58,0.001,3547,0.983
Top 1% Risk,Race,NonHisp White,550,0.503,0.712,7.79,51.091,7.79,0.493,0.301,60,0.214,58,0.216,221,0.786
Top 5% Risk,Race,NonHisp White,2753,0.632,0.589,26.504,34.726,26.504,0.653,0.112,60,0.063,58,0.032,896,0.937
