Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,3111,0.607,0.644,100.0,22.501,100.0,0.584,0.394,420,0.6,1014,0.421,280,0.4
Top 1% Risk,,,31,0.5,0.762,1.857,41.935,1.857,0.419,0.591,13,1.0,18,1.0,0,0.0
Top 5% Risk,,,155,0.5,0.839,6.571,29.677,6.571,0.297,0.458,46,1.0,109,1.0,0,0.0
Overall,Age:SPD,35-49 Years Old:Yes,3111,0.607,0.644,100.0,22.501,100.0,0.584,0.394,420,0.6,1014,0.421,280,0.4
Top 1% Risk,Age:SPD,35-49 Years Old:Yes,31,0.5,0.762,1.857,41.935,1.857,0.419,0.591,13,1.0,18,1.0,0,0.0
Top 5% Risk,Age:SPD,35-49 Years Old:Yes,155,0.5,0.839,6.571,29.677,6.571,0.297,0.458,46,1.0,109,1.0,0,0.0
