Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,1702,0.597,0.169,100.0,2.585,100.0,0.971,0.039,1,0.023,6,0.004,43,0.977
Top 1% Risk,,,17,0.5,0.708,9.091,23.529,9.091,0.471,0.182,1,0.25,6,0.462,3,0.75
Top 5% Risk,,,85,0.92,0.316,9.091,4.706,9.091,0.894,0.182,1,0.25,6,0.074,3,0.75
Overall,BMI:SPD,Underweight:No,1702,0.597,0.169,100.0,2.585,100.0,0.971,0.039,1,0.023,6,0.004,43,0.977
Top 1% Risk,BMI:SPD,Underweight:No,17,0.5,0.708,9.091,23.529,9.091,0.471,0.182,1,0.25,6,0.462,3,0.75
Top 5% Risk,BMI:SPD,Underweight:No,85,0.92,0.316,9.091,4.706,9.091,0.894,0.182,1,0.25,6,0.074,3,0.75
