Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,35915,0.6,0.2,100.0,2.269,100.0,0.96,0.081,63,0.077,685,0.02,752,0.923
Top 1% Risk,,,359,0.5,0.962,3.313,7.521,3.313,0.075,0.14,27,1.0,332,1.0,0,0.0
Top 5% Risk,,,1795,0.554,0.642,15.092,6.852,15.092,0.585,0.145,63,0.512,685,0.41,60,0.488
Overall,Sex:SPD,Male:No,35915,0.6,0.2,100.0,2.269,100.0,0.96,0.081,63,0.077,685,0.02,752,0.923
Top 1% Risk,Sex:SPD,Male:No,359,0.5,0.962,3.313,7.521,3.313,0.075,0.14,27,1.0,332,1.0,0,0.0
Top 5% Risk,Sex:SPD,Male:No,1795,0.554,0.642,15.092,6.852,15.092,0.585,0.145,63,0.512,685,0.41,60,0.488
