Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,465,0.54,0.663,100.0,27.957,100.0,0.559,0.361,58,0.446,133,0.397,72,0.554
Top 1% Risk,,,4,0.5,0.707,1.538,50.0,1.538,0.5,0.667,2,1.0,2,1.0,0,0.0
Top 5% Risk,,,23,0.5,0.808,6.154,34.783,6.154,0.348,0.516,8,1.0,15,1.0,0,0.0
Overall,BMI:SPD,Underweight:Yes,465,0.54,0.663,100.0,27.957,100.0,0.559,0.361,58,0.446,133,0.397,72,0.554
Top 1% Risk,BMI:SPD,Underweight:Yes,4,0.5,0.707,1.538,50.0,1.538,0.5,0.667,2,1.0,2,1.0,0,0.0
Top 5% Risk,BMI:SPD,Underweight:Yes,23,0.5,0.808,6.154,34.783,6.154,0.348,0.516,8,1.0,15,1.0,0,0.0
