Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,22826,0.686,0.368,100.0,1.954,100.0,0.864,0.101,175,0.392,2836,0.127,271,0.608
Top 1% Risk,,,228,0.5,0.971,2.915,5.702,2.915,0.057,0.108,13,1.0,215,1.0,0,0.0
Top 5% Risk,,,1141,0.5,0.969,15.471,6.047,15.471,0.06,0.114,69,1.0,1072,1.0,0,0.0
Overall,BMI:SPD,Overweight:No,22826,0.686,0.368,100.0,1.954,100.0,0.864,0.101,175,0.392,2836,0.127,271,0.608
Top 1% Risk,BMI:SPD,Overweight:No,228,0.5,0.971,2.915,5.702,2.915,0.057,0.108,13,1.0,215,1.0,0,0.0
Top 5% Risk,BMI:SPD,Overweight:No,1141,0.5,0.969,15.471,6.047,15.471,0.06,0.114,69,1.0,1072,1.0,0,0.0
