Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,29570,0.724,0.291,100.0,6.466,100.0,0.915,0.23,376,0.197,984,0.036,1536,0.803
Top 1% Risk,,,295,0.5,0.844,4.446,28.814,4.446,0.288,0.447,85,1.0,210,1.0,0,0.0
Top 5% Risk,,,1478,0.553,0.819,20.554,26.59,20.554,0.323,0.429,376,0.957,984,0.907,17,0.043
Overall,BMI,Healthy,29570,0.724,0.291,100.0,6.466,100.0,0.915,0.23,376,0.197,984,0.036,1536,0.803
Top 1% Risk,BMI,Healthy,295,0.5,0.844,4.446,28.814,4.446,0.288,0.447,85,1.0,210,1.0,0,0.0
Top 5% Risk,BMI,Healthy,1478,0.553,0.819,20.554,26.59,20.554,0.323,0.429,376,0.957,984,0.907,17,0.043
