Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,15374,0.57,0.25,100.0,6.075,100.0,0.938,0.03,15,0.016,41,0.003,919,0.984
Top 1% Risk,,,153,0.471,0.645,4.069,24.837,4.069,0.582,0.319,15,0.395,41,0.357,23,0.605
Top 5% Risk,,,768,0.54,0.48,16.167,19.661,16.167,0.77,0.145,15,0.099,41,0.066,136,0.901
Overall,Race,Hispanic,15374,0.57,0.25,100.0,6.075,100.0,0.938,0.03,15,0.016,41,0.003,919,0.984
Top 1% Risk,Race,Hispanic,153,0.471,0.645,4.069,24.837,4.069,0.582,0.319,15,0.395,41,0.357,23,0.605
Top 5% Risk,Race,Hispanic,768,0.54,0.48,16.167,19.661,16.167,0.77,0.145,15,0.099,41,0.066,136,0.901
