Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,9825,0.624,0.151,100.0,1.445,100.0,0.977,0.112,14,0.099,95,0.01,128,0.901
Top 1% Risk,,,98,0.5,0.931,9.155,13.265,9.155,0.133,0.234,13,1.0,85,1.0,0,0.0
Top 5% Risk,,,491,0.653,0.486,24.648,7.128,24.648,0.764,0.194,14,0.4,95,0.208,21,0.6
Overall,Age:SPD,50-64 Years Old:No,9825,0.624,0.151,100.0,1.445,100.0,0.977,0.112,14,0.099,95,0.01,128,0.901
Top 1% Risk,Age:SPD,50-64 Years Old:No,98,0.5,0.931,9.155,13.265,9.155,0.133,0.234,13,1.0,85,1.0,0,0.0
Top 5% Risk,Age:SPD,50-64 Years Old:No,491,0.653,0.486,24.648,7.128,24.648,0.764,0.194,14,0.4,95,0.208,21,0.6
