Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,14780,0.557,0.151,100.0,1.949,100.0,0.977,0.04,7,0.024,55,0.004,281,0.976
Top 1% Risk,,,147,0.581,0.628,3.472,6.803,3.472,0.605,0.194,7,0.7,55,0.401,3,0.3
Top 5% Risk,,,739,0.554,0.341,13.194,5.142,13.194,0.884,0.14,7,0.184,55,0.078,31,0.816
Overall,Age:SPD,26-34 Years Old:No,14780,0.557,0.151,100.0,1.949,100.0,0.977,0.04,7,0.024,55,0.004,281,0.976
Top 1% Risk,Age:SPD,26-34 Years Old:No,147,0.581,0.628,3.472,6.803,3.472,0.605,0.194,7,0.7,55,0.401,3,0.3
Top 5% Risk,Age:SPD,26-34 Years Old:No,739,0.554,0.341,13.194,5.142,13.194,0.884,0.14,7,0.184,55,0.078,31,0.816
