Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,3596,0.543,0.178,100.0,1.696,100.0,0.968,0.066,4,0.066,57,0.016,57,0.934
Top 1% Risk,,,35,0.5,0.986,1.639,2.857,1.639,0.029,0.056,1,1.0,34,1.0,0,0.0
Top 5% Risk,,,179,0.695,0.571,8.197,2.793,8.197,0.676,0.121,4,0.8,57,0.328,1,0.2
Overall,BMI:SPD,Unknown:No,3596,0.543,0.178,100.0,1.696,100.0,0.968,0.066,4,0.066,57,0.016,57,0.934
Top 1% Risk,BMI:SPD,Unknown:No,35,0.5,0.986,1.639,2.857,1.639,0.029,0.056,1,1.0,34,1.0,0,0.0
Top 5% Risk,BMI:SPD,Unknown:No,179,0.695,0.571,8.197,2.793,8.197,0.676,0.121,4,0.8,57,0.328,1,0.2
