Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,90469,0.892,0.211,100.0,6.385,100.0,0.941,0.368,1541,0.267,1060,0.013,4235,0.733
Top 1% Risk,,,904,0.531,0.474,10.37,66.261,10.37,0.663,0.797,599,1.0,305,1.0,0,0.0
Top 5% Risk,,,4523,0.609,0.491,40.426,51.625,40.426,0.59,0.624,1541,0.66,1060,0.484,794,0.34
Overall,Gender,Female,49096,0.895,0.217,100.0,6.901,100.0,0.937,0.368,901,0.266,608,0.013,2487,0.734
Top 1% Risk,Gender,Female,490,0.541,0.474,9.504,65.714,9.504,0.657,0.793,322,1.0,168,1.0,0,0.0
Top 5% Risk,Gender,Female,2454,0.597,0.492,38.548,53.219,38.548,0.587,0.64,901,0.69,608,0.53,405,0.31
Overall,Gender,Male,41373,0.887,0.203,100.0,5.772,100.0,0.947,0.368,640,0.268,452,0.012,1748,0.732
Top 1% Risk,Gender,Male,413,0.529,0.477,11.474,66.344,11.474,0.663,0.798,274,1.0,139,1.0,0,0.0
Top 5% Risk,Gender,Male,2068,0.633,0.488,42.211,48.743,42.211,0.603,0.61,640,0.635,452,0.426,368,0.365
