Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,18933,0.625,0.162,100.0,2.166,100.0,0.974,0.057,15,0.037,100,0.005,395,0.963
Top 1% Risk,,,189,0.539,0.756,5.854,12.698,5.854,0.423,0.216,15,0.625,100,0.606,9,0.375
Top 5% Risk,,,946,0.622,0.394,15.366,6.66,15.366,0.844,0.169,15,0.238,100,0.113,48,0.762
Overall,BMI:SPD,Obesity:No,18933,0.625,0.162,100.0,2.166,100.0,0.974,0.057,15,0.037,100,0.005,395,0.963
Top 1% Risk,BMI:SPD,Obesity:No,189,0.539,0.756,5.854,12.698,5.854,0.423,0.216,15,0.625,100,0.606,9,0.375
Top 5% Risk,BMI:SPD,Obesity:No,946,0.622,0.394,15.366,6.66,15.366,0.844,0.169,15,0.238,100,0.113,48,0.762
