Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,889,0.502,0.51,100.0,25.759,100.0,0.74,0.0,0,0.0,2,0.003,229,1.0
Top 1% Risk,,,8,0.0,0.707,0.873,25.0,0.873,0.5,0.0,0,0.0,2,0.333,2,1.0
Top 5% Risk,,,44,0.442,0.64,6.987,36.364,6.987,0.591,0.0,0,0.0,2,0.071,16,1.0
Overall,Age:SPD,50-64 Years Old:Yes,889,0.502,0.51,100.0,25.759,100.0,0.74,0.0,0,0.0,2,0.003,229,1.0
Top 1% Risk,Age:SPD,50-64 Years Old:Yes,8,0.0,0.707,0.873,25.0,0.873,0.5,0.0,0,0.0,2,0.333,2,1.0
Top 5% Risk,Age:SPD,50-64 Years Old:Yes,44,0.442,0.64,6.987,36.364,6.987,0.591,0.0,0,0.0,2,0.071,16,1.0
