Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,4218,0.652,0.349,100.0,5.903,100.0,0.878,0.23,77,0.309,344,0.087,172,0.691
Top 1% Risk,,,42,0.5,0.859,4.418,26.19,4.418,0.262,0.415,11,1.0,31,1.0,0,0.0
Top 5% Risk,,,210,0.5,0.881,18.876,22.381,18.876,0.224,0.366,47,1.0,163,1.0,0,0.0
Overall,BMI,Unknown,4218,0.652,0.349,100.0,5.903,100.0,0.878,0.23,77,0.309,344,0.087,172,0.691
Top 1% Risk,BMI,Unknown,42,0.5,0.859,4.418,26.19,4.418,0.262,0.415,11,1.0,31,1.0,0,0.0
Top 5% Risk,BMI,Unknown,210,0.5,0.881,18.876,22.381,18.876,0.224,0.366,47,1.0,163,1.0,0,0.0
