Subset,Group,Group Value,Patients,AUC-ROC,RMSE,TPR (%),Precision (%),TP %,Accuracy,F1 Score,TP,TPR,FP,FPR,FN,FNR
Overall,All,All,33511,0.614,0.126,100.0,1.265,100.0,0.984,0.083,24,0.057,130,0.004,400,0.943
Top 1% Risk,,,335,0.582,0.658,9.198,11.642,9.198,0.567,0.249,24,0.615,130,0.439,15,0.385
Top 5% Risk,,,1675,0.679,0.339,20.519,5.194,20.519,0.885,0.199,24,0.276,130,0.082,63,0.724
Overall,Marital Status:SPD,Married:No,33511,0.614,0.126,100.0,1.265,100.0,0.984,0.083,24,0.057,130,0.004,400,0.943
Top 1% Risk,Marital Status:SPD,Married:No,335,0.582,0.658,9.198,11.642,9.198,0.567,0.249,24,0.615,130,0.439,15,0.385
Top 5% Risk,Marital Status:SPD,Married:No,1675,0.679,0.339,20.519,5.194,20.519,0.885,0.199,24,0.276,130,0.082,63,0.724
