,coefficient
Major Depressive Episode (any past year),403.7757855661545
Felt Worthless (nearly every day),241.72361712404017
Serious Psychological Distress (any past year),236.71972125442642
"Family Income_$50,000 - $74,999",176.24954854107284
Serious Psychological Distress (any past month),165.51113491206686
Marital Status_Married,-152.20462511591336
Year,-145.72694692142576
Marital Status_Divorced or Separated,145.24788270887953
Race_NonHisp White,144.25774320445288
"Family Income_$20,000 - $49,999",-142.14681984118113
Race_NonHisp Native HI/Other Pac Isl,-135.52448659142988
Race_Hispanic,-133.88582606634515
Race_NonHisp Black/Afr Am,132.17437169044356
Received Substance Use or Mental Health Treatment (any past year),123.16364163716291
Urban Residence_Large Metropolitan,-118.44498447255079
Cocaine Use Disorder (any past year),116.46679954894222
Inhalant Use Disorder (any past year),102.85299975601666
Race_NonHisp Asian,-102.19116909452681
BMI_Unknown,-99.37931515035285
Poverty_Income Up to 2X Fed Pov Thresh,99.07124899323952
Health Insurance_Medicare,-98.44488711683704
Employment Status_Unemployed,-97.09015493645938
Drug or Alcohol Use Disorder (any past year),-96.12160478690092
Health Insurance_Other,-94.23208535711434
BMI_Severe Obesity,86.56638931984523
Sedative Use w/o RX (any past year),-83.16802440900345
Health Insurance_Medicaid/CHIP,79.75326758031542
Hallucinogen Use Disorder (any past year),79.53550491772049
Health Insurance_Private plan,79.1875817259768
BMI_Overweight,-75.31394525792463
Heavy Alcohol Use (any past month),-74.64715702646637
Urban Residence_Nonmetropolitan,73.68748570668231
Poverty_Living in Poverty,-72.01357242055286
Felt Tired/Low Energy (nearly every day),-68.18264873127607
Poverty_Income More Than 2X Fed Pov Thresh,-64.75693492931528
Education_High school grad,-61.769963152074
Difficulty in Work Response (any past year),59.665718939949656
Marijuana Use Disorder (any past year),51.95690129731326
Gender_Female,-49.77832148044434
"Family Income_$75,000 or More",-49.15813975990175
Race_NonHisp Native Am/AK Native,47.948850325144264
Employment Status_Employed full time,46.075292229027795
Education_Some coll/Assoc Dg,44.37186583253151
Binge Alcohol Use (any past month),34.82110114144837
Drug Use Disorder (any past year),31.22685694196069
BMI_Obesity,29.873504649479813
Heroin Use Disorder (any past year),-26.450184683691365
Education_College graduate,-23.274911472176107
"Family Income_Less than $20,000",-22.582320499500163
Marital Status_Never Been Married,-20.468483773977464
Stimulant Use w/o RX (any past year),19.341602947654838
Employment Status_Employed part time,17.369696593988593
BMI_Underweight,13.661136034730731
Gender_Male,12.098189267379416
Marital Status_Widowed,-10.190020422512893
Race_NonHisp more than,9.438019409835956
Oxycontin Use (any past year),-8.931085174606457
Urban Residence_Small Metropolitan,7.03026560206304
BMI_Healthy,6.898857774061333
Employment Status_Other,-4.038707497347059
Health Insurance_Uninsured,-3.9836100148499094
Education_Less high school,2.978148538014752
Alcohol Use Disorder (any past year),2.400327620288295
