,coefficient
Urban Residence_Nonmetropolitan,112.75229589836702
Marital Status_Divorced or Separated,105.27885405017305
BMI_Obesity,104.2542474831435
Major Depressive Episode (any past year),104.17886238827442
Difficulty in Work Response (any past year),84.86746290054442
Gender_Male,74.95522860917409
Felt Tired/Low Energy (nearly every day),70.10573787025322
Urban Residence_Large Metropolitan,-67.72587404004962
Marital Status_Married,-63.03886799645146
Drug Use Disorder (any past year),62.252059923719045
Employment Status_Employed part time,57.03944012433927
Received Substance Use or Mental Health Treatment (any past year),53.23804140900652
Age_35-49 Years Old,44.58649030870801
"Family Income_Less than $20,000",43.76860248920443
Race_NonHisp White,42.91613991065841
Employment Status_Other,38.29737409327546
Felt Worthless (nearly every day),38.010451911572524
Cocaine Use Disorder (any past year),35.50139448721721
Employment Status_Employed full time,-33.50187203382511
Oxycontin Use (any past year),-32.800004960212476
BMI_Severe Obesity,-30.42579927336082
Gender_Female,-30.36194224590415
Year,30.013763862579182
Poverty_Living in Poverty,29.122363491956087
Race_Hispanic,-28.313095730675247
Sedative Use w/o RX (any past year),-25.876848688124447
Health Insurance_Private plan,25.82891771371641
BMI_Overweight,-24.821185292788634
Education_High school grad,20.192384199770576
Race_NonHisp Asian,18.56454975032812
Health Insurance_Medicare,18.35842063880135
BMI_Healthy,-17.39546989525862
Employment Status_Unemployed,-17.280624874804502
Education_Some coll/Assoc Dg,17.04968996211284
Binge Alcohol Use (any past month),-16.709083948630553
Hallucinogen Use Disorder (any past year),-16.150487059879058
Poverty_Income Up to 2X Fed Pov Thresh,15.894680311682627
Heavy Alcohol Use (any past month),15.547863794508093
Marijuana Use Disorder (any past year),15.388573877430021
Heroin Use Disorder (any past year),15.316773659993782
Race_NonHisp Native Am/AK Native,13.126225456094895
Education_College graduate,11.695614080348957
"Family Income_$20,000 - $49,999",10.859660556236523
Marital Status_Widowed,8.88760719835632
BMI_Underweight,8.253636661239002
Health Insurance_Uninsured,-7.790891962337179
Race_NonHisp Native HI/Other Pac Isl,7.464892489858815
Health Insurance_Medicaid/CHIP,7.062286952516674
Alcohol Use Disorder (any past year),6.9343224594967605
Race_NonHisp Black/Afr Am,-6.535118473530433
Marital Status_Never Been Married,-6.290833353142842
Inhalant Use Disorder (any past year),6.220360617879276
Drug or Alcohol Use Disorder (any past year),5.801527501751439
"Family Income_$75,000 or More",-5.7530212641518945
"Family Income_$50,000 - $74,999",-4.528869032154034
Education_Less high school,-4.364258377668579
BMI_Unknown,3.8376679105746456
Stimulant Use w/o RX (any past year),3.5705277207465267
Race_NonHisp more than,-3.177374941088918
Health Insurance_Other,1.0866155481075694
Urban Residence_Small Metropolitan,-0.13566449153661556
Poverty_Income More Than 2X Fed Pov Thresh,-0.1310725445666458
Serious Psychological Distress (any past year),0.0
Serious Psychological Distress (any past month),0.0
Age_26-34 Years Old,0.0
Age_18-25 Years Old,0.0
Age_65 or Older,0.0
Age_50-64 Years Old,0.0
