,coefficient
Major Depressive Episode (any past year),369.0509221645503
Felt Worthless (nearly every day),329.057395625907
Serious Psychological Distress (any past month),229.56143056950324
Inhalant Use Disorder (any past year),224.03609913253698
Race_Hispanic,220.4277120987622
Sedative Use w/o RX (any past year),-205.3432302395855
Race_NonHisp Asian,-197.0604243135315
Employment Status_Unemployed,191.53565435400188
Felt Tired/Low Energy (nearly every day),-187.69986380994376
Heavy Alcohol Use (any past month),173.7136472478256
Health Insurance_Uninsured,169.71366871074343
Alcohol Use Disorder (any past year),-167.91576260859915
"Family Income_Less than $20,000",152.62394546964995
Drug or Alcohol Use Disorder (any past year),135.3970348246501
Poverty_Income Up to 2X Fed Pov Thresh,129.87399084761273
Race_NonHisp White,-123.93745329149706
Age_65 or Older,122.03375317223384
Drug Use Disorder (any past year),107.14961469547976
Race_NonHisp more than,106.55521598209468
Marital Status_Married,105.30593563096886
BMI_Underweight,103.35415563321949
Marijuana Use Disorder (any past year),-102.51611806294038
Education_Less high school,102.36008438131067
BMI_Severe Obesity,95.1606000022657
Poverty_Living in Poverty,-86.67547984289139
"Family Income_$20,000 - $49,999",-84.14110020133542
Difficulty in Work Response (any past year),82.67139819361692
Cocaine Use Disorder (any past year),-78.26068227641336
Education_Some coll/Assoc Dg,-73.16297069669997
Employment Status_Employed part time,-70.86234657898774
Urban Residence_Large Metropolitan,69.70042584051555
BMI_Healthy,-69.2144003971038
Hallucinogen Use Disorder (any past year),-68.78533996924972
Serious Psychological Distress (any past year),60.726285436349784
Employment Status_Other,-59.827244654021655
Stimulant Use w/o RX (any past year),57.98324816495022
Age_18-25 Years Old,56.80725959168288
Health Insurance_Medicaid/CHIP,-56.773099243019985
Health Insurance_Other,-55.779412984332254
Gender_Female,55.50137144314495
Age_26-34 Years Old,-52.16329343823366
Race_NonHisp Native HI/Other Pac Isl,51.19049981105085
Health Insurance_Medicare,45.12973064735232
Health Insurance_Private plan,-42.069127959269785
Marital Status_Widowed,-40.2664254435042
Age_35-49 Years Old,-38.783086406096146
BMI_Unknown,-37.709254964694146
"Family Income_$75,000 or More",-35.99099457712979
Heroin Use Disorder (any past year),-34.02338679699178
Received Substance Use or Mental Health Treatment (any past year),-30.737879988334686
"Family Income_$50,000 - $74,999",27.832534178428002
Age_50-64 Years Old,-27.714421211133974
Race_NonHisp Black/Afr Am,27.08849469109757
Race_NonHisp Native Am/AK Native,-24.061399186953874
Urban Residence_Small Metropolitan,-19.777685915254057
Education_College graduate,17.877176452909097
BMI_Overweight,-17.2168935791208
Poverty_Income More Than 2X Fed Pov Thresh,17.119135248651062
Oxycontin Use (any past year),15.76637163058206
Marital Status_Divorced or Separated,-14.167880278960652
BMI_Obesity,-14.081614007436587
Year,-13.69069540639339
Education_High school grad,13.222568549664983
Urban Residence_Nonmetropolitan,10.379894111321024
Marital Status_Never Been Married,9.37673196626494
Binge Alcohol Use (any past month),-8.148604515554625
Gender_Male,4.813329779507732
Employment Status_Employed full time,-0.5513685255309049
