,coefficient
BMI_Severe Obesity,185.63498477223993
Major Depressive Episode (any past year),160.7312828936937
Received Substance Use or Mental Health Treatment (any past year),154.17370799616333
Serious Psychological Distress (any past year),127.02838727441377
Age_35-49 Years Old,-124.45399632360129
Serious Psychological Distress (any past month),118.55509272507791
Age_18-25 Years Old,115.34756098462336
Race_NonHisp Black/Afr Am,111.30456790968728
BMI_Obesity,-109.98550516224891
Difficulty in Work Response (any past year),108.90379017286196
"Family Income_$20,000 - $49,999",-107.61655750325188
Felt Tired/Low Energy (nearly every day),92.20323368067992
Marital Status_Married,91.52915345831326
"Family Income_$75,000 or More",90.999732062433
Marital Status_Divorced or Separated,-90.31818356178843
Education_Some coll/Assoc Dg,90.03743515001558
Binge Alcohol Use (any past month),-87.8886799698005
Urban Residence_Small Metropolitan,-83.48228025398278
Education_College graduate,-81.95584848651445
Health Insurance_Private plan,79.98013468184314
Oxycontin Use (any past year),72.91285029445865
Gender_Male,69.59934380350116
BMI_Overweight,-65.31866788389038
Urban Residence_Large Metropolitan,61.5833681690213
Gender_Female,-57.96306739851043
Race_Hispanic,-57.70289858519356
Health Insurance_Medicare,-57.3382055496425
Drug Use Disorder (any past year),-57.029048235008766
Health Insurance_Uninsured,-56.98855260116352
Race_NonHisp Asian,-55.4478222982378
Marijuana Use Disorder (any past year),-51.79985656710932
Age_50-64 Years Old,44.572552120529835
Hallucinogen Use Disorder (any past year),40.25727350412629
Felt Worthless (nearly every day),35.60454859226577
Year,35.39731266356015
Urban Residence_Nonmetropolitan,33.53518848995237
"Family Income_$50,000 - $74,999",31.186232583161196
Cocaine Use Disorder (any past year),30.083379495181976
Marital Status_Widowed,27.534889339254402
Employment Status_Other,-25.897992189676486
Age_26-34 Years Old,-24.882567304227763
Health Insurance_Medicaid/CHIP,24.114638079270083
Health Insurance_Other,21.868261794682788
Heavy Alcohol Use (any past month),21.41943683991632
Alcohol Use Disorder (any past year),-19.776063172050126
Poverty_Income More Than 2X Fed Pov Thresh,-18.40908497952921
Employment Status_Unemployed,17.238829737710052
Poverty_Income Up to 2X Fed Pov Thresh,17.221926373748364
Marital Status_Never Been Married,-17.109582830783296
Race_NonHisp more than,16.95946037526505
Education_High school grad,14.863838159404562
BMI_Healthy,-13.141143614647534
Poverty_Living in Poverty,12.823435010769895
BMI_Unknown,12.093824714468589
Employment Status_Employed part time,11.312090836980556
Education_Less high school,-11.30914841791424
Employment Status_Employed full time,8.983348019974542
Stimulant Use w/o RX (any past year),8.04283204554795
Race_NonHisp Native HI/Other Pac Isl,7.99606760045074
Race_NonHisp White,-6.8761034480733345
Race_NonHisp Native Am/AK Native,-4.596995148906804
Heroin Use Disorder (any past year),-3.6040926178513875
Drug or Alcohol Use Disorder (any past year),2.9946769953530317
"Family Income_Less than $20,000",-2.933130737350891
Sedative Use w/o RX (any past year),2.8932785317037037
Inhalant Use Disorder (any past year),-2.3706380719268036
BMI_Underweight,2.3527835790676823
Age_65 or Older,1.0527269276631155
