,coefficient
Year,325.6378953011216
Marital Status_Never Been Married,-253.50066796712022
Serious Psychological Distress (any past month),237.51694803310727
Major Depressive Episode (any past year),228.16243364288098
Sedative Use w/o RX (any past year),227.7279741742197
Urban Residence_Small Metropolitan,-208.95461160647704
Poverty_Income More Than 2X Fed Pov Thresh,-205.4201991070286
Poverty_Living in Poverty,188.25412893682127
Felt Worthless (nearly every day),180.2063579588926
Felt Tired/Low Energy (nearly every day),-172.42446131885563
Heavy Alcohol Use (any past month),-171.8447864513562
Race_NonHisp White,-164.8802417549947
Oxycontin Use (any past year),155.50482674747087
BMI_Severe Obesity,-149.51889673660585
Marital Status_Widowed,142.88030110606033
Gender_Female,-141.22143860381135
Race_NonHisp more than,139.95727870355552
Health Insurance_Medicaid/CHIP,-138.23193473435677
Urban Residence_Nonmetropolitan,133.51413104056522
Race_Hispanic,-132.3687338981033
Stimulant Use w/o RX (any past year),-131.15017790999735
Difficulty in Work Response (any past year),127.20699520013468
Drug Use Disorder (any past year),-109.91321783030038
Race_NonHisp Asian,103.1993094131946
Binge Alcohol Use (any past month),-102.72648169258835
Received Substance Use or Mental Health Treatment (any past year),99.82801687411992
BMI_Healthy,-98.80070176064902
Drug or Alcohol Use Disorder (any past year),92.67701193884386
BMI_Obesity,91.7630466444664
Serious Psychological Distress (any past year),-90.65016125209968
Age_18-25 Years Old,-90.65016125209968
Hallucinogen Use Disorder (any past year),90.26400450342548
Education_Less high school,88.30612942651996
Education_College graduate,-85.88291364300612
Employment Status_Unemployed,-74.36938864422136
Poverty_Income Up to 2X Fed Pov Thresh,-73.4943395692663
BMI_Unknown,70.64946918539454
Alcohol Use Disorder (any past year),69.0973659415114
"Family Income_$75,000 or More",65.92737115033846
"Family Income_Less than $20,000",-64.11528590694118
"Family Income_$50,000 - $74,999",-59.59530085857681
Education_High school grad,-59.06584161227792
BMI_Overweight,-58.00793051392759
BMI_Underweight,53.241341846814024
Heroin Use Disorder (any past year),53.153021753329874
Gender_Male,50.568823014267416
Employment Status_Employed part time,-49.27169661586839
Race_NonHisp Native HI/Other Pac Isl,-39.97581942417498
Employment Status_Employed full time,35.35952995978037
Education_Some coll/Assoc Dg,-34.05414093273853
Cocaine Use Disorder (any past year),33.73694830946671
"Family Income_$20,000 - $49,999",-32.88108330707152
Health Insurance_Private plan,32.54129887748054
Inhalant Use Disorder (any past year),27.909412254673157
Health Insurance_Uninsured,-27.038403572144304
Health Insurance_Other,23.898288658750996
Marijuana Use Disorder (any past year),21.330555697858642
Marital Status_Divorced or Separated,19.767403481127047
Health Insurance_Medicare,18.172084888077606
Urban Residence_Large Metropolitan,-15.209795139108143
Employment Status_Other,-2.38299798872218
Race_NonHisp Native Am/AK Native,2.179793982642821
Race_NonHisp Black/Afr Am,1.2115314594963609
Marital Status_Married,0.1984974903492997
Age_35-49 Years Old,0.0
Age_26-34 Years Old,0.0
Age_65 or Older,0.0
Age_50-64 Years Old,0.0
