,coefficient
Race_NonHisp Asian,-1464.1758204588127
Oxycontin Use (any past year),1060.3449803438998
Sedative Use w/o RX (any past year),-1011.211969437036
Race_NonHisp Native HI/Other Pac Isl,-915.7704268530174
Race_Hispanic,823.5302688488644
Felt Worthless (nearly every day),752.65020706872
Stimulant Use w/o RX (any past year),718.2654167098489
Poverty_Income More Than 2X Fed Pov Thresh,-678.7517953547712
Inhalant Use Disorder (any past year),653.5572153137293
Heavy Alcohol Use (any past month),642.6940760576995
Health Insurance_Medicare,-625.7845300147294
Race_NonHisp Black/Afr Am,598.4455564129756
Drug or Alcohol Use Disorder (any past year),-562.1115945681936
BMI_Overweight,-561.4240031407875
Serious Psychological Distress (any past month),560.7085600745728
"Family Income_Less than $20,000",-559.2810301899858
Age_50-64 Years Old,-549.6059171919771
Serious Psychological Distress (any past year),-549.6059171919771
Marital Status_Divorced or Separated,540.4236612440268
Education_Less high school,-494.74876941298453
Employment Status_Unemployed,-489.1921942530276
Major Depressive Episode (any past year),462.8751292140887
Gender_Male,-441.88414641561207
Year,402.748600048179
Marital Status_Married,-401.7041737916712
Employment Status_Employed full time,-389.9906698902914
Health Insurance_Other,383.9584359114847
Health Insurance_Medicaid/CHIP,-381.8101081737863
Race_NonHisp more than,372.34496012539313
Marital Status_Never Been Married,-361.22942688241227
Marital Status_Widowed,-327.051270457621
Race_NonHisp White,324.41667488467414
Urban Residence_Small Metropolitan,-321.97117562717784
Urban Residence_Nonmetropolitan,-319.199417922795
Marijuana Use Disorder (any past year),-305.7053629042714
Race_NonHisp Native Am/AK Native,-289.33978132418446
Heroin Use Disorder (any past year),-281.4817134989231
"Family Income_$50,000 - $74,999",-281.26714407216116
Felt Tired/Low Energy (nearly every day),-266.36073272099895
Employment Status_Other,256.8651032562018
Alcohol Use Disorder (any past year),247.7217189307436
BMI_Underweight,240.791069611894
Health Insurance_Private plan,238.61827060333854
BMI_Unknown,-186.0778699980277
"Family Income_$20,000 - $49,999",185.8792078559066
Health Insurance_Uninsured,-164.69778703802547
Received Substance Use or Mental Health Treatment (any past year),-163.74282284342
Difficulty in Work Response (any past year),-156.35154393118336
BMI_Obesity,-142.5314652885328
Drug Use Disorder (any past year),129.89006381737454
Poverty_Living in Poverty,115.47519602876966
Education_Some coll/Assoc Dg,-110.69959682585454
Binge Alcohol Use (any past month),-108.32925766994069
Gender_Female,-107.69250728322929
"Family Income_$75,000 or More",104.9995569869854
Cocaine Use Disorder (any past year),99.68716358049258
Education_College graduate,99.37120698939552
Urban Residence_Large Metropolitan,91.64879134471393
Employment Status_Employed part time,72.74201832982179
BMI_Severe Obesity,58.02216372372636
Education_High school grad,-43.54379048493931
BMI_Healthy,42.0555043238944
Poverty_Income Up to 2X Fed Pov Thresh,13.697374893094356
Hallucinogen Use Disorder (any past year),10.64819367088392
Age_35-49 Years Old,0.0
Age_26-34 Years Old,0.0
Age_18-25 Years Old,0.0
Age_65 or Older,0.0
