,coefficient
Heroin Use Disorder (any past year),-509.4153398951393
Cocaine Use Disorder (any past year),444.7783719012475
Stimulant Use w/o RX (any past year),380.21060971062354
Received Substance Use or Mental Health Treatment (any past year),364.9290689861828
Drug Use Disorder (any past year),361.90703608054656
BMI_Severe Obesity,351.8518377831853
BMI_Underweight,-330.85057631885275
Inhalant Use Disorder (any past year),-318.4896045141441
"Family Income_$75,000 or More",-274.0180290194341
Health Insurance_Medicare,-248.96096386953528
Hallucinogen Use Disorder (any past year),-234.67267643612115
Felt Worthless (nearly every day),233.09883614181572
BMI_Healthy,-227.50630626170414
Urban Residence_Small Metropolitan,-226.12084630736524
Marital Status_Widowed,-222.39308266804375
Education_Some coll/Assoc Dg,217.6238742983482
Drug or Alcohol Use Disorder (any past year),193.536536995181
Binge Alcohol Use (any past month),175.5966440682331
Health Insurance_Uninsured,170.87334908807188
Marital Status_Divorced or Separated,-167.13607658683313
Marital Status_Married,166.31635696261256
Marijuana Use Disorder (any past year),154.52898659161963
Gender_Female,-144.55786334243695
Race_NonHisp White,143.0446848046234
Poverty_Income More Than 2X Fed Pov Thresh,-139.66072437548237
Health Insurance_Medicaid/CHIP,-133.76736866571525
Alcohol Use Disorder (any past year),131.02596575307612
Felt Tired/Low Energy (nearly every day),-128.83724094918963
Education_High school grad,-128.6738944017096
Employment Status_Employed full time,-126.5091895284027
Marital Status_Never Been Married,126.47449348931818
Employment Status_Other,124.79248982588472
Education_Less high school,-117.72519953739742
Race_NonHisp Native HI/Other Pac Isl,111.15435777163033
Employment Status_Employed part time,-110.28699097303091
Race_NonHisp more than,-110.15278018437357
Race_Hispanic,-107.9635917955178
Major Depressive Episode (any past year),106.71929491235065
Urban Residence_Nonmetropolitan,101.7748577307008
Serious Psychological Distress (any past year),-96.62904847984392
Age_35-49 Years Old,-96.62904847984392
BMI_Unknown,92.70944477858342
Sedative Use w/o RX (any past year),-90.40347684085575
Poverty_Income Up to 2X Fed Pov Thresh,88.43761397439067
"Family Income_$50,000 - $74,999",81.97059876465255
Health Insurance_Other,74.7138555057396
Race_NonHisp Asian,-68.51618016448758
Education_College graduate,-68.00183429875402
Serious Psychological Distress (any past month),66.14253664552207
"Family Income_$20,000 - $49,999",55.930486776963455
Race_NonHisp Native Am/AK Native,-50.992881906181566
Gender_Male,47.76324714265736
Poverty_Living in Poverty,-45.57127519645492
Year,-40.98389560377239
Health Insurance_Private plan,40.29627140928913
"Family Income_Less than $20,000",39.36749922581122
BMI_Overweight,38.43419387721427
Urban Residence_Large Metropolitan,27.648123574251954
BMI_Obesity,-21.493879076073547
Oxycontin Use (any past year),18.37868162631384
Difficulty in Work Response (any past year),-16.44652746766315
Employment Status_Unemployed,15.227314415095359
Race_NonHisp Black/Afr Am,-13.478067804582677
Heavy Alcohol Use (any past month),8.54382552160071
Age_26-34 Years Old,0.0
Age_18-25 Years Old,0.0
Age_65 or Older,0.0
Age_50-64 Years Old,0.0
