,coefficient
Binge Alcohol Use (any past month),-365.90794617148913
BMI_Obesity,-359.060559359832
Drug or Alcohol Use Disorder (any past year),330.97195330850724
Health Insurance_Private plan,-326.685502691041
Inhalant Use Disorder (any past year),312.9909633435523
Health Insurance_Medicare,309.3970500035343
Received Substance Use or Mental Health Treatment (any past year),255.01007166803925
Felt Worthless (nearly every day),248.6738630180665
Education_Some coll/Assoc Dg,-246.9019263653985
BMI_Healthy,-237.72156355594757
Race_NonHisp more than,231.70081820997743
Difficulty in Work Response (any past year),228.89714550317382
Year,223.8481511093225
Major Depressive Episode (any past year),219.47506091651894
BMI_Severe Obesity,206.43081228646568
Health Insurance_Other,-191.45146502510994
Race_NonHisp Native HI/Other Pac Isl,-190.98058195669608
Poverty_Income Up to 2X Fed Pov Thresh,-188.6578785323206
"Family Income_Less than $20,000",-180.43048369205698
Age_26-34 Years Old,-176.76925606677443
Marital Status_Never Been Married,-154.0061317305418
Race_NonHisp Black/Afr Am,-147.46776311388737
Urban Residence_Nonmetropolitan,-140.81634490203672
Heavy Alcohol Use (any past month),135.37363016311983
Marijuana Use Disorder (any past year),-132.51607863995952
Felt Tired/Low Energy (nearly every day),-128.99018821692022
Urban Residence_Large Metropolitan,-128.37222130504824
Poverty_Income More Than 2X Fed Pov Thresh,127.97174623143763
Hallucinogen Use Disorder (any past year),-123.90744671252035
Stimulant Use w/o RX (any past year),-123.49088116195942
BMI_Unknown,121.40679178758934
Poverty_Living in Poverty,-115.86858006591851
"Family Income_$50,000 - $74,999",115.4767459291463
Heroin Use Disorder (any past year),-109.59619760832737
Race_NonHisp White,-109.26186136425835
Oxycontin Use (any past year),108.75114146541355
"Family Income_$20,000 - $49,999",-107.37792348744031
Employment Status_Employed full time,-106.75654936476307
Employment Status_Employed part time,-99.77298106091631
Alcohol Use Disorder (any past year),95.49965362164838
BMI_Overweight,95.15375287531167
Marital Status_Widowed,92.87304531178349
Urban Residence_Small Metropolitan,92.68824497344285
Gender_Female,-92.54092934186069
Gender_Male,-84.02810900010638
Race_NonHisp Native Am/AK Native,76.18218521856929
Cocaine Use Disorder (any past year),70.2069591497102
Health Insurance_Medicaid/CHIP,66.12993631187643
Race_Hispanic,-61.343537173233955
Marital Status_Married,-60.927787927898954
Education_Less high school,55.455981523751326
Marital Status_Divorced or Separated,-54.63119598588209
Education_High school grad,49.932371329685814
Sedative Use w/o RX (any past year),-36.39953157917058
Education_College graduate,-35.094216292912506
Health Insurance_Uninsured,-34.159464468419124
Employment Status_Other,28.48802542836122
Race_NonHisp Asian,24.33141490430101
Drug Use Disorder (any past year),18.061253696613544
"Family Income_$75,000 or More",-4.315332300508846
BMI_Underweight,-2.9829742128608956
Employment Status_Unemployed,1.4194244597530563
Serious Psychological Distress (any past year),0.0
Serious Psychological Distress (any past month),0.0
Age_35-49 Years Old,0.0
Age_18-25 Years Old,0.0
Age_65 or Older,0.0
Age_50-64 Years Old,0.0
