,coefficient
Serious Psychological Distress (any past year),247.90260115277283
Sedative Use w/o RX (any past year),197.88299570656798
Major Depressive Episode (any past year),190.37724333197798
Health Insurance_Medicare,-178.81295034181142
Stimulant Use w/o RX (any past year),140.86619128977162
Year,-134.78054140702034
BMI_Obesity,116.4903080178713
Alcohol Use Disorder (any past year),112.34725500142412
Marital Status_Married,-107.65167483850726
Race_NonHisp more than,102.1167097196167
Felt Worthless (nearly every day),100.90413627045041
"Family Income_$75,000 or More",98.34009819620948
Hallucinogen Use Disorder (any past year),96.9276347987182
Urban Residence_Nonmetropolitan,95.10948492212798
Gender_Female,-88.41810399590406
Inhalant Use Disorder (any past year),83.45467113617669
Difficulty in Work Response (any past year),82.87960774005641
Felt Tired/Low Energy (nearly every day),-81.05280905046735
Marital Status_Widowed,78.8483770162893
Race_Hispanic,-77.25390372151519
Gender_Male,76.6838003620805
Poverty_Income More Than 2X Fed Pov Thresh,-75.13844303391974
Education_College graduate,-74.15393470959017
BMI_Overweight,-73.99969185453183
Heroin Use Disorder (any past year),-73.41817744312684
Urban Residence_Small Metropolitan,-68.9648534239002
Health Insurance_Private plan,68.19837570691773
"Family Income_Less than $20,000",-62.373421715924884
Race_NonHisp White,-57.95586872079523
Binge Alcohol Use (any past month),-57.32381958494916
Marijuana Use Disorder (any past year),56.01071212907132
Education_Less high school,54.74086254584511
Race_NonHisp Black/Afr Am,50.38985078210821
"Family Income_$20,000 - $49,999",-48.34228570213728
Health Insurance_Uninsured,46.0872720033387
Poverty_Income Up to 2X Fed Pov Thresh,39.912693724548106
BMI_Underweight,-38.458999749716426
Urban Residence_Large Metropolitan,-37.80427044823573
Health Insurance_Medicaid/CHIP,35.94279740615859
Heavy Alcohol Use (any past month),32.87858904287504
Drug Use Disorder (any past year),-31.978775322609877
Employment Status_Employed part time,-29.806138456146353
BMI_Healthy,-29.108685985481497
Race_NonHisp Native HI/Other Pac Isl,-28.6724673658392
Serious Psychological Distress (any past month),-26.17222379745756
Poverty_Living in Poverty,23.511107900350446
Cocaine Use Disorder (any past year),-22.028557451495868
Drug or Alcohol Use Disorder (any past year),-20.623513032792534
BMI_Unknown,20.112037491328294
Received Substance Use or Mental Health Treatment (any past year),19.31648375370226
Education_Some coll/Assoc Dg,18.8881210391418
Health Insurance_Other,16.787830315429915
Employment Status_Employed full time,14.423145219887074
Oxycontin Use (any past year),-13.829066035422818
Marital Status_Never Been Married,12.10598167799971
Employment Status_Unemployed,11.436179635303874
Education_High school grad,-11.431441186974615
Race_NonHisp Native Am/AK Native,-8.116718984193222
Employment Status_Other,-7.803536019444171
Race_NonHisp Asian,7.630801786962668
BMI_Severe Obesity,-6.827172414809952
Marital Status_Divorced or Separated,4.9570884554776145
"Family Income_$50,000 - $74,999",0.6255721279827857
