,coefficient
Felt Worthless (nearly every day),168.4425652706941
Race_NonHisp Black/Afr Am,-95.60905377605047
Education_College graduate,-94.96103199630366
"Family Income_$20,000 - $49,999",92.01587135946545
BMI_Healthy,-78.7514944949378
Health Insurance_Medicaid/CHIP,-77.24551140101619
"Family Income_$50,000 - $74,999",-75.55224429541768
Inhalant Use Disorder (any past year),71.31371078572386
Binge Alcohol Use (any past month),-71.01533913618802
Race_NonHisp Asian,68.12625829240717
Felt Tired/Low Energy (nearly every day),-61.13778276730184
Employment Status_Unemployed,-58.408868667787026
Employment Status_Employed part time,57.69103239552888
Urban Residence_Nonmetropolitan,55.01472931360098
Alcohol Use Disorder (any past year),54.602344379320805
Year,54.3043596416137
Major Depressive Episode (any past year),51.80628418481208
Race_NonHisp White,-49.99734322540336
Received Substance Use or Mental Health Treatment (any past year),48.00993609898894
Cocaine Use Disorder (any past year),47.16741891899309
Education_High school grad,43.34479979495031
Drug Use Disorder (any past year),-38.22992158422365
BMI_Severe Obesity,37.22679856047745
Poverty_Income Up to 2X Fed Pov Thresh,-36.97968860685323
Stimulant Use w/o RX (any past year),-36.3858079945222
Race_Hispanic,34.82669052032392
Education_Less high school,34.67860591155267
BMI_Obesity,34.12621095074367
Urban Residence_Small Metropolitan,-31.834808580682562
Health Insurance_Other,31.68273329280833
Marital Status_Widowed,31.574243081492547
BMI_Unknown,30.817205488708456
BMI_Overweight,-30.127302953051444
Race_NonHisp Native HI/Other Pac Isl,29.53430318777945
Drug or Alcohol Use Disorder (any past year),29.060787503241954
Education_Some coll/Assoc Dg,29.007942304895163
Hallucinogen Use Disorder (any past year),28.91581995553785
Employment Status_Employed full time,26.14492956580418
Poverty_Living in Poverty,26.04048595836473
Health Insurance_Uninsured,25.6400292930647
Poverty_Income More Than 2X Fed Pov Thresh,23.074385813644884
Heavy Alcohol Use (any past month),22.246863038201706
Health Insurance_Private plan,21.78819272374202
Sedative Use w/o RX (any past year),20.483092540004275
Oxycontin Use (any past year),20.332723618462282
Race_NonHisp more than,18.841780539221887
Gender_Female,18.64780496536891
BMI_Underweight,18.628860783425377
"Family Income_$75,000 or More",-14.231903874475746
Employment Status_Other,-13.289232718152064
Marital Status_Divorced or Separated,-12.747880644348466
Age_18-25 Years Old,12.20487934228455
Urban Residence_Large Metropolitan,-10.873063834050495
"Family Income_Less than $20,000",9.97785369290541
Health Insurance_Medicare,9.967462550684582
Difficulty in Work Response (any past year),-8.231825702679929
Marijuana Use Disorder (any past year),7.588230363025759
Marital Status_Never Been Married,-7.394916290949132
Gender_Male,-6.425960711836087
Race_NonHisp Native Am/AK Native,5.671190601570058
Marital Status_Married,0.8780515964331493
Heroin Use Disorder (any past year),0.6359560506265975
Serious Psychological Distress (any past year),0.0
Serious Psychological Distress (any past month),0.0
Age_35-49 Years Old,0.0
Age_26-34 Years Old,0.0
Age_65 or Older,0.0
Age_50-64 Years Old,0.0
